Company,TypeName,Ram,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,Cpu_Brand,HDD,SSD
Asus,Notebook,8,0,0,2.0,10.341891891660163,0,0,141.21,1,0,128
Dell,Gaming,32,2,0,4.42,12.161139419801826,0,1,127.34,7,1000,1000
Asus,Gaming,16,2,0,4.3,11.73773962004856,0,1,127.34,7,1000,256
Toshiba,Ultrabook,16,2,0,1.47,11.45091090263386,0,1,157.35,7,0,512
Lenovo,Notebook,8,0,2,2.2,9.771675823299722,0,0,100.45,1,1000,0
Lenovo,Ultrabook,16,0,0,1.7,11.715798714845754,0,0,157.35,7,0,512
MSI,Gaming,16,2,0,1.6,11.520432020155333,0,1,157.35,7,1000,256
MSI,Gaming,8,2,0,2.2,10.968593383882295,0,0,141.21,5,1000,128
Lenovo,Gaming,4,2,0,2.4,10.882334592260529,0,1,141.21,7,1000,0
Acer,Gaming,16,2,0,4.2,11.715798714845754,0,1,127.34,7,1000,256
Dell,Gaming,8,2,0,2.62,10.868221721810269,0,0,141.21,5,0,256
Asus,Gaming,8,2,0,2.24,11.175253388829377,0,0,141.21,7,1000,128
Vero,Notebook,4,0,0,1.22,9.288366771342575,0,0,157.35,1,0,0
Lenovo,2 in 1 Convertible,8,0,0,1.37,11.561359375212575,1,1,165.63,7,0,512
Lenovo,2 in 1 Convertible,8,1,0,2.08,10.841471672111513,1,0,141.21,5,0,256
Apple,Ultrabook,8,0,1,0.92,11.036053502633294,0,1,226.42,1,0,0
Lenovo,2 in 1 Convertible,8,0,0,1.42,11.729192628025002,1,1,209.8,5,0,256
Asus,Notebook,4,0,0,1.63,9.676067369454655,0,0,111.94,1,0,0
Dell,Notebook,8,0,0,1.95,10.672618444949634,0,0,100.45,5,0,128
Lenovo,2 in 1 Convertible,8,0,0,1.38,11.182693795440782,1,1,158.48,7,0,256
Dell,Notebook,8,1,0,2.0,10.580884344379838,0,0,141.21,3,0,256
HP,Workstation,8,2,0,3.14,11.608407193695559,0,0,141.21,7,0,256
Asus,Notebook,8,0,0,2.37,10.977734058532482,0,0,141.21,5,0,256
Dell,Ultrabook,8,0,0,1.29,11.288127045116099,0,0,165.63,5,0,256
Dell,Notebook,8,2,0,2.06,11.442371232335963,1,0,282.42,5,0,256
Dell,Netbook,4,0,0,1.63,10.587627287586777,0,0,135.09,1,0,128
HP,Netbook,8,0,0,1.26,11.211913881327705,0,0,125.37,5,0,256
Toshiba,Notebook,4,0,0,2.1,10.634879008150335,0,0,100.45,5,500,0
HP,Notebook,8,1,0,2.04,10.419722121547444,0,0,100.45,2,2000,0
Dell,Gaming,16,2,0,2.62,11.40152586178726,0,0,282.42,7,0,512
Lenovo,Notebook,4,2,0,2.4,10.387410112463472,0,0,141.21,5,1000,0
HP,Gaming,12,1,0,3.74,11.442371232335963,0,1,127.34,7,1000,0
MSI,Gaming,16,2,0,2.9,11.765023364035509,0,0,127.34,7,1000,512
Samsung,Ultrabook,8,0,0,0.81,11.288127045116099,0,0,165.63,5,0,256
Dell,Notebook,8,2,0,1.98,10.843554965468284,0,0,141.21,7,1000,0
Dell,Notebook,8,1,0,2.18,10.64737719980591,0,0,141.21,5,0,256
Lenovo,Ultrabook,8,0,0,1.32,11.503365110066554,0,0,157.35,7,0,256
Razer,Ultrabook,16,0,0,1.29,11.470557693018055,1,1,352.47,7,0,512
HP,Netbook,4,0,2,1.23,9.928853109380423,0,0,135.09,1,0,0
Dell,Gaming,16,2,0,4.36,11.801620516185737,0,1,127.34,7,1000,128
Dell,Notebook,4,0,0,1.76,10.602303634468553,0,0,111.94,5,500,0
Lenovo,Notebook,4,0,0,2.1,10.16980062557119,0,0,100.45,3,500,0
Toshiba,Ultrabook,4,0,0,1.25,10.969511220360992,0,0,111.94,5,0,128
Lenovo,Ultrabook,8,0,0,1.13,11.799214467550595,0,1,157.35,7,0,512
MSI,Gaming,8,2,0,2.4,11.064819834822508,0,0,141.21,5,0,256
Lenovo,Ultrabook,8,0,0,1.13,11.511934974596555,0,1,157.35,5,0,0
Toshiba,Notebook,4,0,0,1.75,10.188204734039374,0,0,111.94,1,0,128
Asus,2 in 1 Convertible,8,0,0,1.1,11.189343155145377,1,0,165.63,5,0,256
Dell,Notebook,4,0,0,1.76,10.347204956314746,0,0,111.94,3,500,0
Acer,Netbook,4,0,2,1.35,9.847731684081172,0,1,135.09,1,0,0
Acer,Notebook,8,0,0,1.5,10.403696619569766,0,1,157.35,3,0,128
Razer,Gaming,32,2,0,3.49,12.587885975858104,1,0,254.67,7,0,512
Lenovo,Ultrabook,16,0,0,1.1,11.624786287779711,0,1,209.8,7,0,512
Asus,Notebook,4,2,2,2.1,10.227501072075105,0,0,141.21,5,1000,0
Lenovo,Notebook,8,0,0,1.7,11.053918430933363,0,0,157.35,5,0,256
Lenovo,Notebook,8,0,0,1.32,11.38410296807344,0,1,157.35,5,0,256
Dell,Gaming,16,2,0,3.21,11.903840474588977,0,0,141.21,7,1000,256
Asus,Gaming,16,2,0,2.9,11.76667829570779,0,0,127.34,7,1000,256
Toshiba,Notebook,4,0,0,2.0,10.48137314092762,0,0,100.45,3,500,0
Lenovo,Notebook,4,0,2,1.5,9.75944395695215,0,0,111.94,1,0,0
Asus,Notebook,8,0,0,2.3,10.355715374098414,0,0,141.21,5,128,0
Asus,Gaming,16,2,0,2.73,11.470557693018055,0,0,127.34,7,1000,512
Dell,Gaming,32,2,0,4.42,12.005940899919567,0,1,127.34,7,1000,512
HP,Notebook,8,2,0,2.63,10.789026250550961,0,0,106.11,5,1000,0
Dell,Notebook,8,0,0,2.18,10.546456269685057,0,0,100.45,5,0,128
HP,Ultrabook,8,0,0,1.54,11.50926477280514,0,0,157.35,7,0,512
Dell,Notebook,4,1,0,2.18,10.580884344379838,0,0,141.21,7,0,256
HP,2 in 1 Convertible,4,0,2,1.4,10.397213811896178,1,0,135.09,1,0,0
Asus,Ultrabook,8,2,0,1.45,10.90900234494248,0,1,165.63,5,0,512
HP,2 in 1 Convertible,8,0,0,1.28,11.706183335023768,1,0,165.63,5,0,256
HP,Ultrabook,8,0,0,1.54,11.267230020589693,0,0,157.35,7,0,512
HP,Notebook,4,0,2,1.86,9.676067369454655,0,0,100.45,1,0,128
Asus,Gaming,16,2,0,2.1,11.524653620496773,0,0,141.21,7,1000,128
Dell,Notebook,8,1,2,2.83,10.73831223092719,0,0,127.34,7,1000,0
Lenovo,Ultrabook,8,2,0,1.96,11.526757756206273,0,1,157.35,7,0,256
Asus,Notebook,8,2,0,2.3,10.643813122864238,0,1,141.21,7,0,256
Dell,Notebook,8,0,0,1.9,10.82676581465962,0,0,141.21,5,0,128
Asus,Notebook,4,0,0,2.0,10.082625714367484,0,0,100.45,1,1000,0
HP,2 in 1 Convertible,8,0,0,1.28,11.822940196780332,1,0,165.63,7,0,256
Dell,Notebook,8,0,0,1.62,10.451022662038508,1,0,165.63,5,1000,0
Lenovo,Notebook,4,0,2,2.2,10.126203812574422,0,0,141.21,3,1000,0
Lenovo,Notebook,8,0,0,2.3,10.721595608536562,0,1,141.21,5,1000,0
HP,Notebook,8,1,0,1.84,11.182693795440782,0,0,141.21,5,0,256
Toshiba,Notebook,4,0,0,1.05,11.13408962950052,0,0,165.63,5,0,128
Lenovo,Gaming,8,2,2,2.5,10.900191877143605,0,1,141.21,5,1000,0
Dell,Ultrabook,16,0,0,1.29,11.689800549960745,1,0,276.05,7,0,512
HP,Notebook,4,0,0,2.07,10.789026250550961,0,0,141.21,5,500,0
Toshiba,Ultrabook,8,0,0,1.2,10.974087808763938,0,0,117.83,5,0,256
Lenovo,2 in 1 Convertible,8,0,0,1.37,11.551155302753232,1,1,165.63,7,0,256
Acer,Notebook,8,0,0,1.56,10.780196354025913,0,1,157.35,5,0,256
Dell,Workstation,8,2,0,2.23,11.458815998363187,0,0,141.21,7,1000,0
Lenovo,Notebook,4,0,0,2.38,10.936874862286206,0,0,100.45,5,500,0
Lenovo,Notebook,4,1,2,2.2,10.147300806108744,0,0,141.21,3,1000,0
Toshiba,Notebook,8,0,0,2.0,11.211193689375161,0,1,141.21,7,0,256
Lenovo,Notebook,4,0,0,1.44,10.57545706085876,0,1,165.63,3,0,180
Samsung,Ultrabook,16,2,0,1.23,11.497971408335056,0,0,146.86,7,0,256
Dell,Ultrabook,8,0,0,1.6,11.408055939867921,0,0,176.23,7,0,256
Asus,Notebook,4,0,2,2.0,9.964544419744591,0,0,100.45,1,1000,0
Xiaomi,Ultrabook,8,2,0,1.28,10.816127628868834,0,1,165.63,5,0,256
Dell,Notebook,4,2,0,2.18,10.79176967999097,0,0,141.21,5,1000,128
HP,Notebook,4,0,0,2.04,10.707794102852903,0,0,141.21,5,0,256
HP,2 in 1 Convertible,4,0,0,1.28,11.413955596667712,1,0,165.63,5,0,256
HP,2 in 1 Convertible,4,0,0,2.3,10.504715258348757,1,0,100.45,5,500,0
Asus,Notebook,4,0,0,1.65,9.82781743779585,0,0,111.14,1,0,0
Lenovo,Notebook,8,2,0,2.2,10.48137314092762,0,1,141.21,7,1000,0
Dell,Notebook,4,0,0,2.2,9.88640853285114,0,0,100.45,1,500,0
HP,2 in 1 Convertible,4,0,0,1.28,11.470557693018055,1,0,165.63,5,0,256
Dell,Notebook,4,1,2,2.18,10.097436910330954,0,0,100.45,3,1000,0
Asus,Gaming,12,2,0,2.2,11.198067750426901,0,0,127.34,5,1000,128
Acer,Netbook,4,0,2,1.25,9.669356357545784,0,1,135.09,1,0,0
Lenovo,Notebook,4,1,0,2.8,9.913146751905726,0,0,106.11,2,500,0
HP,Notebook,4,0,0,1.95,11.118403264255047,0,0,157.35,5,0,128
HP,2 in 1 Convertible,16,0,0,1.42,11.219087416653776,1,0,276.05,7,0,256
Samsung,Ultrabook,8,0,0,1.17,11.413367194793471,0,0,146.86,7,0,256
Lenovo,Ultrabook,8,0,0,1.32,11.470557693018055,0,1,157.35,5,0,256
MSI,Gaming,16,2,0,2.43,11.857505600707027,0,1,254.67,7,2000,512
Toshiba,Notebook,8,0,0,1.05,11.271987019514093,0,0,165.63,5,0,256
Dell,Gaming,8,2,2,2.62,10.809689968037551,0,0,141.21,7,1000,0
HP,Notebook,8,2,0,2.04,10.77797664352652,0,0,141.21,7,1000,0
Dell,Notebook,4,1,0,2.18,10.395586521939395,0,0,100.45,3,1000,0
Dell,Notebook,8,0,0,1.9,10.816127628868834,0,0,141.21,5,500,0
Dell,2 in 1 Convertible,8,0,0,1.24,11.583001451010114,1,0,276.05,7,0,512
Asus,Gaming,32,2,0,3.58,11.12940950226841,0,1,127.34,7,0,512
Dell,2 in 1 Convertible,16,0,0,1.22,11.38349673063646,1,0,165.63,7,0,256
Lenovo,Ultrabook,8,0,0,1.13,11.600677334394318,0,1,157.35,7,0,0
Lenovo,Notebook,8,0,0,1.95,11.557794687522952,0,1,141.21,5,0,512
LG,Ultrabook,16,0,0,1.08,11.624786287779711,1,1,141.21,7,0,512
HP,Netbook,8,0,0,1.26,11.277396024236554,0,0,176.23,7,0,512
Acer,Notebook,4,0,2,2.2,9.858935694046775,0,1,141.21,1,0,0
Lenovo,Notebook,8,2,0,2.6,10.646351134841678,0,1,141.21,5,1000,128
LG,Ultrabook,8,0,0,0.98,11.524653620496773,1,1,157.35,7,0,512
Dell,Notebook,8,0,0,1.6,11.069811447777305,0,0,157.35,5,0,256
HP,Ultrabook,8,0,0,1.09,12.01472447112858,1,0,352.47,1,0,240
Lenovo,Notebook,6,2,0,2.2,10.646351134841678,0,0,141.21,7,0,256
HP,Notebook,8,2,0,2.04,10.902146664686498,0,0,141.21,7,0,256
Acer,Notebook,4,0,0,2.4,10.188204734039374,0,0,141.21,3,1000,0
Lenovo,Notebook,4,0,0,1.44,10.756639955878697,0,0,165.63,5,0,128
HP,Notebook,8,0,0,1.49,10.842513861303702,0,0,165.63,5,0,256
MSI,Gaming,16,2,0,2.7,11.352706476813816,0,0,127.34,7,1000,256
Dell,Gaming,16,2,0,2.6,11.182693795440782,0,0,141.21,7,1000,128
MSI,Gaming,8,2,0,2.2,10.996581389185152,0,0,141.21,5,1000,128
Dell,Notebook,4,1,0,2.18,10.504992665534715,0,0,100.45,5,1000,0
HP,Ultrabook,8,1,0,1.84,11.143376971334334,0,0,141.21,7,0,256
HP,Ultrabook,8,0,0,1.39,11.022224638820209,1,0,276.05,7,0,256
Toshiba,Notebook,16,2,0,2.4,11.563894206696261,0,1,141.21,7,0,256
Lenovo,2 in 1 Convertible,8,0,0,1.37,11.484906576452703,1,1,165.63,5,0,512
Dell,Notebook,4,0,0,1.95,10.568494278523755,0,0,100.45,5,500,0
Lenovo,Ultrabook,8,0,0,1.36,11.38410296807344,0,1,176.23,7,0,256
HP,Notebook,8,0,0,2.31,11.036053502633294,0,0,141.21,5,0,256
Dell,Notebook,4,0,0,2.18,10.538116369060559,0,0,100.45,5,1000,0
HP,Notebook,4,0,0,1.95,11.022224638820209,0,0,111.94,5,500,0
Lenovo,Notebook,4,0,0,2.2,9.708963041637261,0,0,100.45,1,1000,0
HP,Ultrabook,4,0,0,1.26,11.340119926907802,0,0,176.23,5,500,0
HP,Notebook,4,0,2,1.86,9.641706597910368,0,0,100.45,1,1000,0
Lenovo,2 in 1 Convertible,16,0,0,1.3,11.470557693018055,1,1,276.05,7,0,1000
Toshiba,Notebook,4,0,0,1.47,10.983178625350842,0,1,157.35,5,0,128
HP,Netbook,8,0,0,1.26,11.395552195348275,0,0,176.23,5,0,256
Dell,Notebook,4,0,0,2.18,10.301028278836414,0,0,100.45,3,1000,0
MSI,Gaming,8,2,0,2.2,11.064819834822508,0,0,141.21,7,1000,128
Dell,Ultrabook,8,0,0,1.36,11.377414056264131,0,0,157.35,5,0,256
Dell,Gaming,16,2,0,4.36,11.897828889772077,0,0,169.78,7,1000,512
HP,Gaming,8,2,0,2.75,11.219087416653776,0,1,127.34,5,1000,128
Asus,Notebook,4,2,0,2.8,10.248473444922546,0,0,106.11,1,1000,0
Acer,Notebook,4,0,0,2.23,10.403696619569766,0,0,100.45,5,500,0
Toshiba,Notebook,8,0,0,2.2,10.995768507208373,0,0,100.45,5,0,256
Lenovo,2 in 1 Convertible,8,0,0,1.1,11.14492549142712,1,1,194.95,1,0,256
Lenovo,Gaming,16,1,0,2.5,10.882334592260529,0,1,141.21,2,1000,512
Dell,Ultrabook,8,0,0,1.36,11.270086934565564,1,0,176.23,5,0,256
Lenovo,Notebook,8,2,2,2.2,10.505007263781431,0,0,141.21,7,1000,0
Dell,Notebook,4,1,0,2.36,10.466313041010059,0,0,106.11,3,1000,0
Acer,Notebook,4,0,2,1.68,9.830686725695612,0,0,111.94,1,0,0
HP,Workstation,8,2,0,2.0,11.693810323540696,0,1,141.21,7,0,8
Dell,Ultrabook,8,0,0,1.36,11.457127302039982,0,0,157.35,7,0,256
Toshiba,Notebook,8,0,0,1.2,11.261765596172962,0,0,165.63,5,0,256
Asus,2 in 1 Convertible,8,0,2,1.2,11.030890063374128,0,0,176.23,1,0,0
Lenovo,Ultrabook,8,0,0,1.7,11.281426947930884,0,1,157.35,7,0,256
Dell,Gaming,16,2,0,4.36,12.031993744520154,0,1,254.67,7,1000,512
Dell,2 in 1 Convertible,8,0,0,1.24,11.524653620496773,1,0,165.63,5,0,256
HP,2 in 1 Convertible,4,0,0,1.45,10.628448273058389,1,0,135.09,1,0,256
Dell,Ultrabook,8,0,0,1.3,11.120771962987872,0,0,276.05,7,0,256
Acer,2 in 1 Convertible,4,0,2,1.25,9.939188617449547,1,1,135.09,1,0,0
Toshiba,Notebook,8,0,0,1.2,11.311858913389603,0,0,165.63,5,0,256
Lenovo,Ultrabook,8,0,0,1.36,11.448640778280634,0,1,176.23,5,0,256
Acer,Notebook,12,2,0,2.4,10.8922946477693,0,0,141.21,5,1000,128
Toshiba,Ultrabook,8,0,0,1.1,11.465542410357644,1,0,176.23,7,0,512
HP,Notebook,8,2,0,2.04,10.71669339976126,0,0,100.45,5,1000,0
Dell,Notebook,4,1,2,2.25,10.118971185438866,0,0,100.45,3,1000,0
Dell,Notebook,4,0,0,1.9,10.690967162330788,0,0,100.45,5,500,0
HP,Notebook,4,0,0,2.04,10.505007263781431,0,0,141.21,3,500,0
Dell,Gaming,32,2,0,4.42,12.030407207546824,0,1,127.34,7,1000,256
Lenovo,Notebook,6,2,0,2.4,10.519499876854974,0,0,141.21,5,0,256
Dell,2 in 1 Convertible,16,0,0,1.22,11.524653620496773,1,0,276.05,7,0,512
Dell,Ultrabook,8,0,0,1.5,11.557789593289227,1,0,209.8,7,0,256
Dell,Gaming,32,2,0,4.42,11.912942425504665,0,0,127.34,7,1000,256
Toshiba,Notebook,8,0,0,1.95,11.048846649301595,0,0,157.35,5,0,256
Asus,Gaming,16,2,0,2.73,11.601116472588652,0,0,127.34,7,1000,256
HP,Notebook,8,2,0,2.04,10.862111839946362,0,1,141.21,5,1000,128
Lenovo,Notebook,4,0,0,1.7,10.885333039007671,0,0,111.94,5,0,0
Asus,2 in 1 Convertible,16,2,0,2.3,11.470557693018055,1,0,282.42,7,2000,512
HP,Notebook,6,0,0,2.04,10.336895919115271,0,0,100.45,7,1000,0
Asus,Gaming,16,2,0,2.99,11.442371232335963,0,0,127.34,7,1000,256
Dell,2 in 1 Convertible,12,0,0,2.19,11.14492549142712,1,1,141.21,7,0,512
Toshiba,Notebook,4,0,0,1.2,11.061478196557058,0,0,165.63,5,0,128
Lenovo,Notebook,6,1,0,2.2,10.283693654349953,0,0,141.21,2,0,256
Fujitsu,Notebook,4,0,0,2.3,10.451022662038508,0,0,100.45,5,0,256
Toshiba,Notebook,4,0,0,1.75,10.794505603612874,0,0,111.94,5,500,0
Dell,Notebook,4,1,0,2.25,10.370853957360486,0,0,100.45,5,500,0
HP,Notebook,8,0,0,2.04,10.667668054781249,0,0,141.21,5,1000,0
Lenovo,Gaming,8,2,0,2.5,11.056444708137915,0,1,141.21,7,1000,128
Dell,Notebook,8,1,0,2.36,10.594325067871669,0,0,100.45,7,1000,0
Dell,Notebook,8,0,0,1.6,10.995768507208373,0,0,157.35,5,0,128
HP,Netbook,8,0,0,0.97,11.52938171507289,0,0,176.23,1,0,512
HP,Notebook,4,1,0,2.1,10.188204734039374,0,0,141.21,3,1000,128
Lenovo,Notebook,4,0,2,1.9,9.57634600136217,0,0,100.45,1,0,128
Lenovo,Notebook,8,0,0,2.3,11.182693795440782,0,0,141.21,5,0,256
Dell,2 in 1 Convertible,8,0,0,1.68,10.765679373749014,1,0,165.63,5,0,256
Asus,Notebook,8,0,0,1.4,11.023094568124744,0,0,276.05,5,0,256
HP,Ultrabook,8,0,0,1.11,11.182693795440782,1,1,165.63,7,0,256
Acer,Notebook,4,0,0,2.4,9.915781669229606,0,0,100.45,1,500,0
Asus,Gaming,16,2,0,2.5,11.470557693018055,0,0,141.21,7,1000,256
HP,Ultrabook,8,0,0,1.48,11.620010772319315,0,0,157.35,7,0,512
Acer,Gaming,8,2,0,2.7,11.114442921914945,0,1,141.21,7,1000,128
HP,Notebook,8,0,0,1.34,11.056444708137915,0,1,165.63,5,0,256
Dell,Notebook,4,0,0,2.18,10.280044140256999,0,0,100.45,3,0,128
HP,Notebook,4,0,0,1.64,10.633596165225693,0,0,111.94,5,500,0
Toshiba,Notebook,4,0,0,1.2,11.061478196557058,0,0,165.63,5,0,128
HP,Notebook,4,0,0,1.48,10.978634456594794,0,0,111.94,5,0,256
HP,Notebook,4,0,0,1.95,11.069811447777305,0,0,157.35,5,0,256
HP,Ultrabook,8,0,0,1.43,11.25420292138043,0,0,157.35,7,0,256
HP,Notebook,8,2,0,1.64,10.931419346481935,0,0,157.35,5,0,256
HP,Notebook,4,0,0,1.64,10.503546383198644,0,0,111.94,3,500,0
Dell,Gaming,8,2,0,2.65,10.830989602063529,0,0,141.21,5,0,0
HP,Ultrabook,4,0,0,1.26,11.314461355427948,0,0,176.23,5,500,0
HP,Notebook,4,0,0,1.48,11.347062125633828,0,0,157.35,5,0,256
HP,Ultrabook,8,0,0,1.54,11.518425798364119,0,0,157.35,7,0,256
HP,Notebook,4,0,0,1.49,10.660196214585818,0,0,117.83,3,500,0
Toshiba,Notebook,8,0,0,1.5,11.073952176081768,0,0,117.83,5,0,256
HP,Notebook,4,0,0,2.04,10.621962929026408,0,0,100.45,3,0,256
Lenovo,Notebook,16,2,0,2.4,11.971210954208564,0,1,254.67,7,0,512
Toshiba,Notebook,8,0,0,1.47,11.28210502158141,0,1,157.35,5,0,256
HP,Notebook,8,0,0,1.43,11.684877779846692,0,0,157.35,7,0,256
Dell,2 in 1 Convertible,4,0,0,2.08,10.655171228057007,1,1,141.21,3,1000,0
Toshiba,Ultrabook,8,0,0,1.2,11.347062125633828,0,0,165.63,5,0,256
HP,Notebook,8,0,0,1.11,11.022224638820209,0,1,165.63,5,0,256
HP,Notebook,8,2,0,1.64,11.053437715931404,0,0,157.35,7,0,256
Dell,Notebook,8,0,0,2.09,10.928728168172187,0,0,141.21,5,500,0
HP,Ultrabook,4,0,0,1.26,11.327372934196768,0,0,125.37,5,0,256
HP,Notebook,4,0,0,2.31,11.056444708137915,0,0,111.94,5,500,0
HP,Notebook,4,0,0,1.95,10.94160291956712,0,0,111.94,5,500,0
Dell,Ultrabook,8,0,0,1.29,11.3682201040106,1,0,276.05,5,0,256
HP,Notebook,8,2,0,2.63,10.960294724688996,0,0,127.34,5,0,256
HP,Notebook,4,0,0,1.64,10.855964397819733,0,0,111.94,5,0,256
Acer,Notebook,6,1,0,2.1,9.989322070632241,0,0,100.45,2,1000,0
MSI,Gaming,8,2,0,2.7,11.058796822674717,0,0,127.34,7,1000,128
HP,Notebook,8,0,0,1.95,11.061478196557058,0,0,157.35,5,0,256
HP,Notebook,8,0,0,1.84,11.089524270653731,0,0,141.21,7,0,256
HP,Ultrabook,8,0,0,1.26,11.182693795440782,0,0,176.23,7,0,256
HP,Notebook,4,0,0,2.04,10.58493556391622,0,0,100.45,5,500,0
Toshiba,Ultrabook,8,0,0,1.47,11.428554236084064,0,1,157.35,7,0,256
Dell,Notebook,8,0,0,2.09,10.944382023868503,0,0,141.21,5,0,256
