Company,TypeName,Ram,Gpu,OpSys,Weight,TouchScreen,IPS,PPI,Cpu_Brand,HDD,SSD
Toshiba,Notebook,8,0,0,1.95,0,0,157.35,5,0,256
Asus,Gaming,16,2,0,2.73,0,0,127.34,7,1000,256
HP,Notebook,8,2,0,2.04,0,1,141.21,5,1000,128
Lenovo,Notebook,4,0,0,1.7,0,0,111.94,5,0,0
Asus,2 in 1 Convertible,16,2,0,2.3,1,0,282.42,7,2000,512
HP,Notebook,6,0,0,2.04,0,0,100.45,7,1000,0
Asus,Gaming,16,2,0,2.99,0,0,127.34,7,1000,256
Dell,2 in 1 Convertible,12,0,0,2.19,1,1,141.21,7,0,512
Toshiba,Notebook,4,0,0,1.2,0,0,165.63,5,0,128
Lenovo,Notebook,6,1,0,2.2,0,0,141.21,2,0,256
Fujitsu,Notebook,4,0,0,2.3,0,0,100.45,5,0,256
Toshiba,Notebook,4,0,0,1.75,0,0,111.94,5,500,0
Dell,Notebook,4,1,0,2.25,0,0,100.45,5,500,0
HP,Notebook,8,0,0,2.04,0,0,141.21,5,1000,0
Lenovo,Gaming,8,2,0,2.5,0,1,141.21,7,1000,128
Dell,Notebook,8,1,0,2.36,0,0,100.45,7,1000,0
Dell,Notebook,8,0,0,1.6,0,0,157.35,5,0,128
HP,Netbook,8,0,0,0.97,0,0,176.23,1,0,512
HP,Notebook,4,1,0,2.1,0,0,141.21,3,1000,128
Lenovo,Notebook,4,0,2,1.9,0,0,100.45,1,0,128
Lenovo,Notebook,8,0,0,2.3,0,0,141.21,5,0,256
Dell,2 in 1 Convertible,8,0,0,1.68,1,0,165.63,5,0,256
Asus,Notebook,8,0,0,1.4,0,0,276.05,5,0,256
HP,Ultrabook,8,0,0,1.11,1,1,165.63,7,0,256
Acer,Notebook,4,0,0,2.4,0,0,100.45,1,500,0
Asus,Gaming,16,2,0,2.5,0,0,141.21,7,1000,256
HP,Ultrabook,8,0,0,1.48,0,0,157.35,7,0,512
Acer,Gaming,8,2,0,2.7,0,1,141.21,7,1000,128
HP,Notebook,8,0,0,1.34,0,1,165.63,5,0,256
Dell,Notebook,4,0,0,2.18,0,0,100.45,3,0,128
HP,Notebook,4,0,0,1.64,0,0,111.94,5,500,0
Toshiba,Notebook,4,0,0,1.2,0,0,165.63,5,0,128
HP,Notebook,4,0,0,1.48,0,0,111.94,5,0,256
HP,Notebook,4,0,0,1.95,0,0,157.35,5,0,256
HP,Ultrabook,8,0,0,1.43,0,0,157.35,7,0,256
HP,Notebook,8,2,0,1.64,0,0,157.35,5,0,256
HP,Notebook,4,0,0,1.64,0,0,111.94,3,500,0
Dell,Gaming,8,2,0,2.65,0,0,141.21,5,0,0
HP,Ultrabook,4,0,0,1.26,0,0,176.23,5,500,0
HP,Notebook,4,0,0,1.48,0,0,157.35,5,0,256
HP,Ultrabook,8,0,0,1.54,0,0,157.35,7,0,256
HP,Notebook,4,0,0,1.49,0,0,117.83,3,500,0
Toshiba,Notebook,8,0,0,1.5,0,0,117.83,5,0,256
HP,Notebook,4,0,0,2.04,0,0,100.45,3,0,256
Lenovo,Notebook,16,2,0,2.4,0,1,254.67,7,0,512
Toshiba,Notebook,8,0,0,1.47,0,1,157.35,5,0,256
HP,Notebook,8,0,0,1.43,0,0,157.35,7,0,256
Dell,2 in 1 Convertible,4,0,0,2.08,1,1,141.21,3,1000,0
Toshiba,Ultrabook,8,0,0,1.2,0,0,165.63,5,0,256
HP,Notebook,8,0,0,1.11,0,1,165.63,5,0,256
HP,Notebook,8,2,0,1.64,0,0,157.35,7,0,256
Dell,Notebook,8,0,0,2.09,0,0,141.21,5,500,0
HP,Ultrabook,4,0,0,1.26,0,0,125.37,5,0,256
HP,Notebook,4,0,0,2.31,0,0,111.94,5,500,0
HP,Notebook,4,0,0,1.95,0,0,111.94,5,500,0
Dell,Ultrabook,8,0,0,1.29,1,0,276.05,5,0,256
HP,Notebook,8,2,0,2.63,0,0,127.34,5,0,256
HP,Notebook,4,0,0,1.64,0,0,111.94,5,0,256
Acer,Notebook,6,1,0,2.1,0,0,100.45,2,1000,0
MSI,Gaming,8,2,0,2.7,0,0,127.34,7,1000,128
HP,Notebook,8,0,0,1.95,0,0,157.35,5,0,256
HP,Notebook,8,0,0,1.84,0,0,141.21,7,0,256
HP,Ultrabook,8,0,0,1.26,0,0,176.23,7,0,256
HP,Notebook,4,0,0,2.04,0,0,100.45,5,500,0
Toshiba,Ultrabook,8,0,0,1.47,0,1,157.35,7,0,256
Dell,Notebook,8,0,0,2.09,0,0,141.21,5,0,256
HP,Notebook,8,0,0,1.64,0,0,157.35,5,0,256
Lenovo,2 in 1 Convertible,4,0,0,1.8,1,1,141.21,7,0,256
Vero,Notebook,2,0,0,1.45,0,0,111.94,1,0,0
Toshiba,Notebook,16,2,0,2.4,0,1,141.21,7,0,256
Lenovo,Notebook,8,0,0,2.3,0,0,141.21,5,0,256
HP,Notebook,4,0,0,1.54,0,0,157.35,5,500,0
HP,Notebook,8,0,0,1.84,0,0,141.21,5,500,256
HP,Notebook,8,0,0,1.43,0,0,157.35,5,0,256
MSI,Gaming,16,2,0,3.78,0,1,127.34,7,1000,256
Lenovo,Gaming,16,2,0,4.6,0,1,127.34,7,1000,128
Asus,Netbook,4,0,2,1.2,0,0,135.09,1,0,0
Lenovo,Notebook,16,0,0,1.1,0,1,209.8,7,0,256
HP,Notebook,8,2,0,1.91,0,1,141.21,7,1000,0
Dell,2 in 1 Convertible,8,0,0,2.3,1,1,141.21,5,0,256
HP,Notebook,4,0,0,2.04,0,0,100.45,5,0,256
Dell,Ultrabook,16,0,0,1.2,1,0,276.05,7,0,1000
HP,Notebook,4,0,0,2.31,0,0,100.45,3,500,0
HP,Notebook,4,0,2,1.96,0,0,100.45,5,500,0
Acer,Notebook,8,1,0,2.4,0,0,100.45,2,1000,0
Dell,2 in 1 Convertible,12,0,0,1.6,1,1,165.63,7,0,256
MSI,Gaming,16,2,0,2.94,0,0,141.21,7,1000,256
HP,Notebook,8,0,0,2.04,0,0,141.21,7,0,256
Asus,Gaming,16,2,2,4.0,0,1,127.34,7,1000,0
Dell,Notebook,4,0,0,2.25,0,0,141.21,5,1000,0
Dell,Notebook,16,1,0,2.32,0,0,141.21,7,2000,0
MSI,Gaming,16,2,0,1.8,0,0,141.21,7,1000,256
Dell,Ultrabook,8,0,0,1.29,0,0,165.63,7,0,256
Asus,Gaming,64,2,0,3.58,0,1,127.34,7,0,1000
Dell,2 in 1 Convertible,8,0,0,1.62,1,0,165.63,7,0,256
Dell,Gaming,16,2,0,3.21,0,0,282.42,7,1000,256
Apple,Ultrabook,8,0,1,0.92,0,1,226.42,1,0,0
Dell,Notebook,4,0,0,2.06,0,0,100.45,3,500,0
HP,Notebook,4,0,0,2.31,0,0,100.45,5,500,0
HP,Ultrabook,8,0,0,1.26,0,0,176.23,5,0,256
HP,Notebook,8,0,0,1.49,0,0,165.63,7,0,256
Lenovo,Ultrabook,8,0,0,1.3,1,1,176.23,7,0,256
Lenovo,Notebook,8,1,0,3.0,0,0,106.11,5,1000,0
Lenovo,Notebook,4,2,0,2.3,0,1,141.21,5,1000,0
MSI,Gaming,16,2,0,3.78,0,0,127.34,7,1000,256
Lenovo,Notebook,4,0,0,2.1,0,0,100.45,5,500,0
HP,Notebook,4,0,0,2.31,0,0,141.21,5,500,0
Lenovo,Ultrabook,8,0,0,0.99,1,1,234.98,1,0,512
Lenovo,Gaming,32,2,0,4.6,0,1,127.34,7,0,512
Lenovo,2 in 1 Convertible,4,0,0,0.69,1,1,224.17,1,0,0
HP,Ultrabook,16,0,0,1.3,0,1,331.26,7,0,512
Dell,Notebook,8,0,0,2.18,0,0,141.21,5,0,256
HP,Notebook,4,0,0,1.54,0,0,157.35,5,500,0
HP,Workstation,8,1,0,1.9,0,0,141.21,7,0,256
Lenovo,Notebook,8,0,0,1.7,0,0,157.35,5,0,180
HP,Notebook,4,0,2,1.29,0,0,276.05,1,0,0
Acer,Notebook,4,1,0,2.4,0,0,100.45,2,500,0
Dell,Notebook,4,0,2,2.2,0,0,100.45,1,500,0
HP,Notebook,4,0,2,1.86,0,0,100.45,3,1000,0
Asus,Gaming,8,2,0,2.7,0,1,127.34,7,1000,256
Dell,Ultrabook,4,1,0,1.4,0,1,165.63,5,0,256
HP,Netbook,4,0,0,2.4,0,0,125.37,5,0,128
Acer,Notebook,8,2,0,2.4,0,0,141.21,5,1000,256
Dell,Notebook,8,1,0,2.36,0,0,141.21,5,1000,0
MSI,Gaming,8,2,0,2.6,0,0,127.34,7,0,256
HP,Notebook,4,0,0,1.96,0,0,100.45,1,1000,0
Asus,Gaming,16,2,0,4.3,0,1,127.34,7,1000,128
Dell,Ultrabook,4,0,0,1.5,0,0,125.37,3,500,0
Dell,Ultrabook,4,0,0,1.5,0,0,125.37,3,0,128
Acer,Notebook,4,0,2,2.2,0,0,100.45,1,0,16
HP,Workstation,8,1,0,3.0,0,1,127.34,7,1000,0
Lenovo,Gaming,16,2,0,2.4,0,0,141.21,7,0,512
Dell,Ultrabook,8,0,0,1.5,0,0,125.37,5,0,256
MSI,Gaming,8,2,0,2.9,0,0,127.34,7,1000,128
Lenovo,2 in 1 Convertible,4,0,0,2.1,1,1,141.21,5,0,256
HP,Notebook,4,1,0,2.1,0,0,141.21,2,1000,0
Asus,Gaming,16,2,0,2.59,0,1,141.21,7,1000,128
HP,Notebook,8,0,0,1.16,1,0,276.05,1,0,256
Dell,Notebook,4,1,0,2.24,0,0,100.45,5,500,0
Lenovo,Notebook,4,0,0,2.1,0,0,100.45,3,0,128
HP,Ultrabook,8,0,0,1.16,0,0,165.63,7,0,512
Lenovo,2 in 1 Convertible,4,0,2,0.69,1,1,224.17,1,0,0
Dell,Ultrabook,8,0,0,1.23,0,0,165.63,7,0,256
Lenovo,Gaming,16,2,0,4.6,0,1,127.34,7,0,256
Razer,Ultrabook,8,0,0,1.25,1,0,352.47,7,0,256
Toshiba,Ultrabook,16,0,0,1.05,0,0,165.63,7,0,512
Asus,Gaming,8,2,0,3.52,0,0,127.34,7,1000,128
Vero,Notebook,4,0,0,1.35,0,0,165.63,1,0,0
HP,Notebook,8,0,0,1.16,0,0,165.63,5,0,256
HP,Notebook,8,0,0,1.43,0,0,157.35,5,0,256
Dell,Notebook,4,0,2,2.09,0,0,100.45,5,500,0
Asus,Notebook,4,0,0,2.0,0,0,100.45,3,1000,0
Lenovo,2 in 1 Convertible,8,0,0,1.8,1,1,157.35,7,0,256
Lenovo,2 in 1 Convertible,4,0,0,0.69,1,1,224.17,1,0,0
HP,Ultrabook,8,0,0,1.26,0,0,125.37,5,0,256
Lenovo,Gaming,8,2,2,2.4,0,1,141.21,5,1000,128
HP,Gaming,8,2,0,3.35,0,1,127.34,5,1000,128
HP,Notebook,8,0,0,2.04,0,0,100.45,7,2000,0
Lenovo,2 in 1 Convertible,8,2,0,1.8,1,1,157.35,7,0,512
Asus,Notebook,4,0,0,1.5,0,0,111.94,1,0,0
HP,Ultrabook,8,0,0,1.84,0,0,141.21,7,0,256
Acer,Notebook,4,2,0,2.23,0,0,141.21,5,1000,0
Lenovo,Notebook,16,1,0,2.5,0,0,141.21,7,0,0
HP,Workstation,8,2,0,3.0,0,1,127.34,7,0,256
Dell,Notebook,8,1,0,2.5,0,0,100.45,5,1000,0
MSI,Gaming,16,2,0,3.78,0,0,127.34,7,1000,256
HP,Ultrabook,8,0,0,1.88,0,0,141.21,7,0,256
Lenovo,2 in 1 Convertible,16,0,0,2.8,1,1,209.8,7,0,512
MSI,Gaming,8,2,0,2.4,0,0,141.21,7,1000,128
HP,2 in 1 Convertible,8,0,0,1.48,1,0,165.63,5,0,256
HP,Workstation,8,2,0,2.59,0,1,141.21,7,0,256
HP,2 in 1 Convertible,8,0,0,1.48,1,0,220.84,7,0,256
HP,Workstation,8,2,0,2.0,0,0,141.21,7,0,256
HP,Ultrabook,8,0,0,1.26,0,0,176.23,7,0,256
Dell,Notebook,8,2,0,2.18,0,0,141.21,7,0,256
HP,Notebook,8,0,0,1.88,0,0,141.21,5,0,256
Lenovo,2 in 1 Convertible,8,0,0,1.27,1,1,209.8,7,0,256
Lenovo,Notebook,4,0,2,1.9,0,0,100.45,3,1000,0
HP,Notebook,4,1,0,1.86,0,0,100.45,2,500,0
Lenovo,Notebook,8,1,2,2.32,0,0,141.21,5,1000,0
Dell,Gaming,8,2,0,2.62,0,0,141.21,7,1000,0
Dell,Notebook,8,2,0,2.04,1,1,282.42,5,0,256
HP,Notebook,4,1,0,1.91,0,0,141.21,2,0,256
MSI,Gaming,16,2,0,2.7,0,0,127.34,7,1000,256
Lenovo,Ultrabook,12,0,0,1.4,0,0,157.35,7,0,512
Lenovo,Notebook,8,1,0,2.5,0,0,141.21,5,0,0
HP,2 in 1 Convertible,8,0,0,1.48,1,0,220.84,7,0,512
Lenovo,Ultrabook,8,0,0,1.7,0,0,157.35,7,0,256
MSI,Gaming,16,2,0,1.7,0,0,157.35,7,1000,256
HP,Gaming,8,2,0,2.62,0,1,141.21,7,1000,0
Lenovo,Notebook,8,0,0,2.2,0,0,100.45,3,1000,0
HP,Notebook,4,0,2,2.1,0,0,100.45,5,500,0
Dell,Gaming,8,2,0,2.62,0,0,282.42,7,1000,128
Lenovo,Notebook,8,0,0,1.95,0,1,141.21,5,0,256
Lenovo,Notebook,4,2,0,2.2,0,0,141.21,3,1000,0
HP,Notebook,2,0,0,1.44,0,0,111.94,1,0,0
MSI,Gaming,8,2,0,2.2,0,1,141.21,7,1000,0
HP,Notebook,8,0,0,1.96,0,0,141.21,7,0,256
HP,Notebook,16,0,0,2.1,0,0,141.21,7,0,512
Asus,Notebook,4,0,0,2.2,0,0,100.45,1,500,0
Lenovo,Notebook,4,0,2,2.1,0,0,100.45,5,500,0
Lenovo,Notebook,8,2,2,2.2,0,0,141.21,7,1000,0
Asus,Notebook,4,0,0,2.0,0,0,157.35,3,0,256
Lenovo,Notebook,4,0,0,2.32,0,0,141.21,7,0,0
Lenovo,Gaming,16,2,0,3.31,0,1,141.21,7,0,512
MSI,Gaming,16,2,0,1.91,0,0,141.21,7,1000,128
HP,Notebook,4,0,0,2.07,0,0,100.45,3,500,0
Lenovo,2 in 1 Convertible,8,0,0,1.36,1,1,209.8,5,0,256
Lenovo,Ultrabook,6,2,0,1.54,0,0,141.21,7,0,256
Dell,Notebook,8,2,2,1.98,0,0,141.21,7,0,256
Acer,Notebook,4,0,0,2.1,0,0,100.45,1,500,0
HP,Notebook,6,2,0,2.18,0,1,141.21,7,1000,0
Asus,Gaming,8,2,0,2.591,0,1,141.21,7,1000,256
Dell,2 in 1 Convertible,16,0,0,2.09,1,0,141.21,7,0,512
Acer,Notebook,4,2,0,2.23,0,0,141.21,5,0,256
Dell,Ultrabook,8,0,2,1.23,1,0,276.05,5,0,256
Acer,Gaming,16,2,0,4.2,0,1,127.34,7,1000,256
Lenovo,Gaming,8,2,0,2.4,0,1,141.21,5,1000,0
HP,Notebook,4,0,0,1.86,0,0,100.45,5,500,0
Apple,Ultrabook,8,0,1,0.92,0,1,226.42,1,0,0
Dell,2 in 1 Convertible,8,0,0,1.6,1,1,165.63,5,0,256
HP,Notebook,12,2,0,2.21,0,1,141.21,7,1000,128
Lenovo,Notebook,4,1,2,1.9,0,0,100.45,3,1000,0
Asus,Gaming,16,2,0,4.3,0,1,127.34,7,1000,512
Acer,Notebook,4,0,2,2.1,0,0,100.45,1,1000,0
MSI,Gaming,16,2,0,2.43,0,0,127.34,7,1000,256
Dell,Notebook,4,1,0,2.3,0,0,100.45,3,0,128
Lenovo,Notebook,8,2,2,2.2,0,0,100.45,7,500,0
Dell,2 in 1 Convertible,16,0,0,2.0,1,0,141.21,7,0,512
Dell,Ultrabook,16,0,0,1.2,1,0,276.05,7,0,512
Asus,Gaming,8,2,0,2.2,0,0,141.21,7,1000,0
Dell,Notebook,8,1,0,2.36,0,0,141.21,5,0,256
HP,Notebook,8,0,0,1.91,0,0,100.45,5,0,256
Lenovo,Notebook,4,1,0,2.2,0,0,100.45,2,500,0
Acer,Notebook,8,2,0,3.3,0,0,106.11,3,1000,0
Asus,Gaming,16,2,0,2.2,0,0,141.21,7,1000,256
Apple,Ultrabook,8,0,1,0.92,0,1,226.42,1,0,0
Asus,Notebook,16,2,0,2.2,0,0,141.21,7,1000,128
MSI,Gaming,16,2,0,2.43,0,1,127.34,7,1000,256
Dell,2 in 1 Convertible,8,0,0,2.191,1,1,141.21,5,0,256
Asus,Gaming,16,2,0,2.9,0,0,127.34,7,1000,256
Acer,Netbook,2,0,2,1.3,0,0,135.09,1,0,32
Acer,Notebook,4,2,0,3.3,0,0,106.11,3,1000,0
Lenovo,Notebook,8,0,2,2.8,0,0,106.11,5,1000,0
Lenovo,Gaming,8,2,0,2.6,0,1,141.21,7,1000,128
Acer,2 in 1 Convertible,8,0,0,1.2,1,1,157.35,7,0,256
Lenovo,Notebook,8,0,0,2.3,0,1,141.21,7,0,256
MSI,Gaming,8,2,0,2.2,0,0,141.21,7,1000,128
HP,Notebook,6,1,0,2.1,0,0,141.21,2,1000,0
Dell,Ultrabook,8,0,0,1.26,1,0,176.23,5,0,256
Dell,2 in 1 Convertible,4,0,0,2.08,1,0,146.86,3,500,0
Asus,Notebook,4,0,0,2.65,0,0,100.45,1,1000,0
Dell,Ultrabook,8,0,0,1.29,1,0,276.05,7,0,256
Dell,Notebook,4,0,2,2.18,0,0,100.45,5,1000,0
Lenovo,Gaming,16,2,0,2.6,1,1,141.21,7,1000,128
MSI,Gaming,8,2,0,2.2,0,0,141.21,7,1000,128
Lenovo,Netbook,16,0,0,1.3,1,1,176.23,7,0,512
Razer,Gaming,16,2,0,1.95,0,0,157.35,7,0,1000
Dell,Notebook,8,0,0,2.3,1,0,100.45,3,1000,0
MSI,Gaming,16,2,0,2.7,0,0,127.34,7,1000,256
Apple,Ultrabook,4,0,1,1.08,0,0,135.09,5,0,0
HP,Notebook,4,0,0,2.1,0,0,141.21,3,1000,0
HP,Ultrabook,8,0,0,1.54,0,0,209.8,7,0,256
Dell,Notebook,4,0,0,2.24,0,0,100.45,5,500,0
MSI,Gaming,8,2,0,2.3,0,0,141.21,7,1000,128
Lenovo,Notebook,16,0,0,1.4,0,1,165.63,7,0,512
Lenovo,Notebook,6,1,0,2.2,0,0,141.21,2,0,256
Asus,Ultrabook,8,0,0,1.45,0,0,165.63,7,0,256
Acer,Notebook,4,0,2,2.4,0,0,100.45,3,500,0
Dell,2 in 1 Convertible,16,2,0,2.77,1,0,127.34,7,0,512
HP,Notebook,4,0,0,1.54,0,0,157.35,5,0,256
Asus,Gaming,16,2,0,2.5,0,1,141.21,7,1000,256
Dell,Notebook,4,0,0,1.6,0,0,111.94,5,500,0
Asus,Gaming,16,2,0,2.34,0,1,141.21,7,1000,256
Lenovo,Notebook,8,0,2,2.3,0,1,141.21,5,0,256
Dell,2 in 1 Convertible,8,0,0,1.24,1,0,276.05,5,0,256
Dell,Notebook,4,0,2,2.2,0,0,100.45,1,500,0
HP,Notebook,4,1,0,1.86,0,0,100.45,2,500,0
Lenovo,Notebook,6,2,0,2.4,0,0,141.21,3,0,128
Lenovo,Notebook,8,0,0,1.9,0,1,157.35,5,0,256
Dell,Notebook,4,0,0,2.2,0,0,100.45,1,500,0
Asus,Notebook,4,0,0,2.0,0,0,100.45,1,1000,0
Asus,Gaming,16,2,0,4.0,0,1,127.34,7,1000,128
Dell,Notebook,4,0,0,2.29,0,0,100.45,3,500,0
Lenovo,Notebook,8,1,0,2.32,0,0,141.21,7,0,0
MSI,Gaming,8,2,0,2.4,0,0,141.21,7,1000,128
Lenovo,2 in 1 Convertible,4,0,0,1.8,1,0,157.35,5,0,128
Asus,Ultrabook,8,0,0,1.2,0,1,165.63,1,0,512
Dell,Notebook,6,0,0,2.3,0,0,100.45,3,1000,0
Acer,Notebook,4,0,2,2.4,0,0,100.45,1,500,0
Dell,Notebook,2,0,0,2.2,0,0,100.45,1,500,0
Lenovo,Notebook,8,2,0,2.6,0,1,141.21,7,1000,0
HP,Notebook,6,1,0,2.04,0,0,141.21,2,0,0
Dell,Notebook,8,1,2,2.3,0,0,100.45,7,1000,0
HP,Netbook,2,0,0,1.17,0,0,135.09,1,0,0
Asus,Notebook,4,2,0,2.2,0,0,100.45,7,500,0
Lenovo,2 in 1 Convertible,4,0,0,1.8,1,1,157.35,7,0,128
Lenovo,2 in 1 Convertible,16,0,0,1.3,1,1,276.05,7,0,512
Lenovo,Notebook,2,0,0,1.5,0,0,111.94,1,0,0
HP,Notebook,6,1,0,2.19,0,0,100.45,7,1000,0
Asus,Notebook,4,0,0,2.2,0,0,100.45,1,500,0
Asus,Ultrabook,8,0,0,1.2,0,1,165.63,1,0,512
Dell,Notebook,6,0,0,2.3,0,0,100.45,3,1000,0
Acer,Notebook,4,0,2,2.4,0,0,100.45,1,500,0
Dell,Notebook,2,0,0,2.2,0,0,100.45,1,500,0
Lenovo,Notebook,8,2,0,2.6,0,1,141.21,7,1000,0
HP,Notebook,6,1,0,2.04,0,0,141.21,2,0,0
Dell,Notebook,8,1,2,2.3,0,0,100.45,7,1000,0
HP,Netbook,2,0,0,1.17,0,0,135.09,1,0,0
Asus,Notebook,4,2,0,2.2,0,0,100.45,7,500,0
Lenovo,2 in 1 Convertible,4,0,0,1.8,1,1,157.35,7,0,128
Lenovo,2 in 1 Convertible,16,0,0,1.3,1,1,276.05,7,0,512
Lenovo,Notebook,2,0,0,1.5,0,0,111.94,1,0,0
HP,Notebook,6,1,0,2.19,0,0,100.45,7,1000,0
Asus,Notebook,4,0,0,2.2,0,0,100.45,1,500,0
Asus,Ultrabook,8,0,0,1.2,0,1,165.63,1,0,512
Dell,Notebook,6,0,0,2.3,0,0,100.45,3,1000,0
Acer,Notebook,4,0,2,2.4,0,0,100.45,1,500,0
Dell,Notebook,2,0,0,2.2,0,0,100.45,1,500,0
Lenovo,Notebook,8,2,0,2.6,0,1,141.21,7,1000,0
HP,Notebook,6,1,0,2.04,0,0,141.21,2,0,0
Dell,Notebook,8,1,2,2.3,0,0,100.45,7,1000,0
HP,Netbook,2,0,0,1.17,0,0,135.09,1,0,0
Asus,Notebook,4,2,0,2.2,0,0,100.45,7,500,0
Lenovo,2 in 1 Convertible,4,0,0,1.8,1,1,157.35,7,0,128
Lenovo,2 in 1 Convertible,16,0,0,1.3,1,1,276.05,7,0,512
Lenovo,Notebook,2,0,0,1.5,0,0,111.94,1,0,0
HP,Notebook,6,1,0,2.19,0,0,100.45,7,1000,0
Asus,Notebook,4,0,0,2.2,0,0,100.45,1,500,0
